date,close,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2018-03-08,667.36,11.49,1.75,,,,,,
2018-03-07,655.87,-3.94,-0.6,,,,,,
2018-03-06,659.81,16.09,2.5,,,,,,
2018-03-05,643.72,-6.49,-1,,,,,,
2018-03-02,650.21,-12.58,-1.9,,,,,,
2018-02-28,662.79,-7.3,-1.09,,,,,,
2018-02-27,670.09,-4.18,-0.62,,,,,,
2018-02-26,674.27,-0.98,-0.15,,,,,,
2018-02-23,675.25,13.81,2.09,,,,,,
2018-02-22,661.44,-7.89,-1.18,,,,,,
2018-02-21,669.33,-0.23,-0.03,,,,,,
2018-02-20,669.56,-9.04,-1.33,,,,,,
2018-02-19,678.6,13.67,2.06,,,,,,
2018-02-14,664.93,7.09,1.08,,,,,,
2018-02-13,657.84,-3.32,-0.5,,,,,,
2018-02-12,661.16,-3.8,-0.57,,,,,,
2018-02-09,664.96,-12.6,-1.86,,,,,,
2018-02-08,677.56,4.87,0.72,,,,,,
2018-02-07,672.69,-18.16,-2.63,,,,,,
2018-02-06,690.85,-14.06,-1.99,,,,,,
2018-02-05,704.91,-13.81,-1.92,,,,,,
2018-02-02,718.72,-9.68,-1.33,,,,,,
2018-02-01,728.4,3.38,0.47,,,,,,
2018-01-31,725.02,-1.74,-0.24,,,,,,
2018-01-30,726.76,-6.83,-0.93,,,,,,
2018-01-29,733.59,9.96,1.38,,,,,,
2018-01-26,723.63,-0.85,-0.12,,,,,,
2018-01-25,724.48,13.67,1.92,,,,,,
2018-01-24,710.81,2.77,0.39,,,,,,
2018-01-23,708.04,8.72,1.25,,,,,,
2018-01-22,699.32,0.53,0.08,,,,,,
2018-01-19,698.79,6.26,0.9,,,,,,
2018-01-18,692.53,-0.67,-0.1,,,,,,
2018-01-17,693.2,-3.44,-0.49,,,,,,
2018-01-16,696.64,0.26,0.04,,,,,,
2018-01-15,696.38,1.1,0.16,,,,,,
2018-01-12,695.28,3.08,0.44,,,,,,
2018-01-11,692.2,-4.08,-0.59,,,,,,
2018-01-10,696.28,7.42,1.08,,,,,,
2018-01-09,688.86,10.99,1.62,,,,,,
2018-01-08,677.87,1.1,0.16,,,,,,
2018-01-05,676.77,4.79,0.71,,,,,,
2018-01-04,671.98,7.23,1.09,,,,,,
2018-01-03,664.75,-1.28,-0.19,,,,,,
2018-01-02,666.03,11.04,1.69,,,,,,
2017-12-28,654.99,10.5,1.63,,,,,,
2017-12-27,644.49,-12.3,-1.87,,,,,,
2017-12-26,656.79,3.55,0.54,,,,,,
2017-12-22,653.24,-6.29,-0.95,,,,,,
2017-12-21,659.53,-9.64,-1.44,,,,,,
2017-12-20,669.17,3.17,0.48,,,,,,
2017-12-19,666,-3.06,-0.46,,,,,,
2017-12-18,669.06,-3.9,-0.58,,,,,,
2017-12-15,672.96,10.41,1.57,,,,,,
2017-12-14,662.55,-10.13,-1.51,,,,,,
2017-12-13,672.68,10.26,1.55,,,,,,
2017-12-12,662.42,-0.96,-0.14,,,,,,
2017-12-11,663.38,-0.18,-0.03,,,,,,
2017-12-08,663.56,-12.69,-1.88,,,,,,
2017-12-07,676.25,-8.67,-1.27,,,,,,
2017-12-06,684.92,-18.59,-2.64,,,,,,
2017-12-05,703.51,9.31,1.34,,,,,,
2017-12-04,694.2,9.23,1.35,,,,,,
2017-12-01,684.97,-4.79,-0.69,,,,,,
2017-11-30,689.76,-0.88,-0.13,,,,,,
2017-11-29,690.64,1.04,0.15,,,,,,
2017-11-28,689.6,1.61,0.23,,,,,,
2017-11-27,687.99,-6.37,-0.92,,,,,,
2017-11-24,694.36,-0.14,-0.02,,,,,,
2017-11-23,694.5,2.3,0.33,,,,,,
2017-11-22,692.2,0.86,0.12,,,,,,
2017-11-21,691.34,-5.9,-0.85,,,,,,
2017-11-20,697.24,-1.65,-0.24,,,,,,
2017-11-17,698.89,0.47,0.07,,,,,,
2017-11-16,698.42,8.94,1.3,,,,,,
2017-11-15,689.48,-6.9,-0.99,,,,,,
2017-11-14,696.38,1.23,0.18,,,,,,
2017-11-13,695.15,-18.33,-2.57,,,,,,
2017-11-10,713.48,-7.04,-0.98,,,,,,
2017-11-09,720.52,-1.73,-0.24,,,,,,
2017-11-08,722.25,-0.46,-0.06,,,,,,
2017-11-07,722.71,6.66,0.93,,,,,,
2017-11-06,716.05,-4.66,-0.65,,,,,,
2017-11-03,720.71,6.28,0.88,,,,,,
2017-11-02,714.43,-1.28,-0.18,,,,,,
2017-11-01,715.71,2.64,0.37,,,,,,
2017-10-31,713.07,7.78,1.1,,,,,,
2017-10-30,705.29,-7.01,-0.98,,,,,,
2017-10-27,712.3,3.17,0.45,,,,,,
2017-10-26,709.13,0.4,0.06,,,,,,
2017-10-25,708.73,1.76,0.25,,,,,,
2017-10-24,706.97,1.03,0.15,,,,,,
2017-10-23,705.94,-8,-1.12,,,,,,
2017-10-20,713.94,1.92,0.27,,,,,,
2017-10-19,712.02,10.92,1.56,,,,,,
2017-10-18,701.1,1,0.14,,,,,,
2017-10-17,700.1,-4.24,-0.6,,,,,,
2017-10-16,704.34,4.8,0.69,,,,,,
2017-10-13,699.54,5.79,0.83,,,,,,
2017-10-12,693.75,7.51,1.09,,,,,,
2017-10-11,686.24,4.13,0.61,,,,,,
2017-10-10,682.11,8.13,1.21,,,,,,
2017-09-29,673.98,8.35,1.25,,,,,,
2017-09-28,665.63,-1.75,-0.26,,,,,,
2017-09-27,667.38,0.76,0.11,,,,,,
2017-09-26,666.62,13.65,2.09,,,,,,
2017-09-25,652.97,-8.47,-1.28,,,,,,
2017-09-22,661.44,-8.28,-1.24,,,,,,
2017-09-21,669.72,-10.02,-1.47,,,,,,
2017-09-20,679.74,-6.52,-0.95,,,,,,
2017-09-19,686.26,4.88,0.72,,,,,,
2017-09-18,681.38,5.91,0.87,,,,,,
2017-09-15,675.47,7.56,1.13,,,,,,
2017-09-14,667.91,-0.85,-0.13,,,,,,
2017-09-13,668.76,-3.28,-0.49,,,,,,
2017-09-12,672.04,1.82,0.27,,,,,,
2017-09-11,670.22,0.89,0.13,,,,,,
2017-09-08,669.33,-0.64,-0.1,,,,,,
2017-09-07,669.97,5.17,0.78,,,,,,
2017-09-06,664.8,-9.45,-1.4,,,,,,
2017-09-05,674.25,-0.53,-0.08,,,,,,
2017-09-04,674.78,-10.72,-1.56,,,,,,
2017-09-01,685.5,-3.1,-0.45,,,,,,
2017-08-31,688.6,-5.14,-0.74,,,,,,
2017-08-30,693.74,2.18,0.32,,,,,,
2017-08-29,691.56,0.02,0,,,,,,
2017-08-28,691.54,0.01,0,,,,,,
2017-08-25,691.53,1.3,0.19,,,,,,
2017-08-24,690.23,0.87,0.13,,,,,,
2017-08-23,689.36,3.64,0.53,,,,,,
2017-08-22,685.72,0.51,0.07,,,,,,
2017-08-21,685.21,-7.99,-1.15,,,,,,
2017-08-18,693.2,-6.27,-0.9,,,,,,
2017-08-17,699.47,1.77,0.25,,,,,,
2017-08-16,697.7,5.15,0.74,,,,,,
2017-08-14,692.55,-4.32,-0.62,,,,,,
2017-08-11,696.87,-8.36,-1.19,,,,,,
2017-08-10,705.23,-0.34,-0.05,,,,,,
2017-08-09,705.57,-4.88,-0.69,,,,,,
2017-08-08,710.45,-1.87,-0.26,,,,,,
2017-08-07,712.32,2.74,0.39,,,,,,
2017-08-04,709.58,9.31,1.33,,,,,,
2017-08-03,700.27,-18.44,-2.57,,,,,,
2017-08-02,718.71,-10.31,-1.41,,,,,,
2017-08-01,729.02,8.76,1.22,,,,,,
2017-07-31,720.26,-5.13,-0.71,,,,,,
