date,close,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2019-05-15,870.26,5.55,0.64,862.42,873.83,859.99,16414,364365,1.54E+08
2019-05-14,864.71,-5.04,-0.58,865.4,869.54,859.83,24138,388162,1.53E+08
2019-05-13,869.75,-10.07,-1.14,873.78,876.72,865.35,15347,292590,1.54E+08
2019-05-10,879.82,4.11,0.47,884.78,887.07,875.15,18237,341605,1.56E+08
2019-05-09,875.71,-18.45,-2.06,890.42,894.04,875.71,24622,488233,1.55E+08
2019-05-08,894.16,-0.61,-0.07,888.06,897.55,886.33,15928,297118,1.58E+08
2019-05-07,894.77,0.65,0.07,888.49,894.77,884.75,18842,349866,1.58E+08
2019-05-03,894.12,-6.92,-0.77,899.1,899.1,892.15,12506,243833,1.58E+08
2019-05-02,901.04,9.79,1.1,887.43,901.04,886.73,14347,312286,1.60E+08
2019-04-30,891.25,-7.34,-0.82,899.76,903.83,885.95,16849,321419,1.58E+08
2019-04-29,898.59,14.81,1.68,879.72,898.59,877.87,10764,234735,1.59E+08
2019-04-26,883.78,-10.74,-1.2,891.2,893.9,881.38,14918,290145,1.57E+08
2019-04-25,894.52,5.02,0.56,891.52,895.36,886.27,12470,254019,1.59E+08
2019-04-24,889.5,-7.52,-0.84,899.53,901.72,886.35,16534,344759,1.58E+08
2019-04-23,897.02,6.85,0.77,890.95,898.21,888.06,11666,221719,1.59E+08
2019-04-22,890.17,-2.9,-0.32,893.69,894.56,886.82,10235,203105,1.58E+08
2019-04-19,893.07,-5.31,-0.59,899.85,900.48,893.04,9227,176576,1.58E+08
2019-04-18,898.38,-9.52,-1.05,912.33,913.5,896.13,17921,371213,1.59E+08
2019-04-17,907.9,-1.62,-0.18,909.29,910.72,903.81,14443,250479,1.61E+08
2019-04-16,909.52,-1.31,-0.14,906.82,911.07,905.04,16253,304403,1.61E+08
2019-04-15,910.83,4.14,0.46,908.33,912.74,906.54,20375,340720,1.61E+08
2019-04-12,906.69,3.32,0.37,903.23,906.69,899.27,15701,306009,1.61E+08
2019-04-11,903.37,-0.55,-0.06,905.01,908.2,898.18,18180,410900,1.60E+08
2019-04-10,903.92,4.93,0.55,896.75,903.92,890.27,17071,402451,1.60E+08
2019-04-09,898.99,-3.25,-0.36,900.73,904.27,896.66,16747,355962,1.59E+08
2019-04-08,902.24,-2.13,-0.24,906.57,910.23,900.57,13442,303144,1.60E+08
2019-04-05,904.37,2.16,0.24,899.34,907.86,896.83,14107,258477,1.60E+08
2019-04-04,902.21,1.74,0.19,901.67,907.41,900.84,17247,361598,1.60E+08
2019-04-03,900.47,6.4,0.72,889.33,900.47,885.98,20537,439858,1.59E+08
2019-04-02,894.07,10.36,1.17,890.1,895.33,888.44,23887,538786,1.58E+08
2019-04-01,883.71,25.1,2.92,868.34,885.94,867.47,22901,427068,1.57E+08
2019-03-29,858.61,6.56,0.77,859.6,862.69,855.06,20950,444186,1.53E+08
2019-03-28,852.05,-8.18,-0.95,860.78,860.9,848.41,12578,250788,1.52E+08
2019-03-27,860.23,0.88,0.1,861.17,864.03,858.66,11457,223094,1.53E+08
2019-03-26,859.35,-2.32,-0.27,862.99,868.02,859.35,14533,315081,1.53E+08
2019-03-25,861.67,-14.12,-1.61,869.55,870.01,861.03,18938,335497,1.53E+08
2019-03-22,875.79,-5.77,-0.65,876.68,882.2,873.53,36423,596145,1.56E+08
